chr-gene-id	gene length (bp)	number HetSNPs	HetSNPs rates
chr02-35885633-35890953	5321	6	0.0011276075925577898
chr02-35891776-35895374	3599	11	0.0030564045568213394
chr02-35896896-35901246	4351	16	0.0036773155596414617
chr02-35903803-35914263	10461	41	0.003919319376732626
chr02-35914236-35914547	312	2	0.00641025641025641
chr02-35915639-35921618	5980	24	0.004013377926421404
chr02-35921138-35921421	284	0	0.0
chr02-35925452-35926718	1267	2	0.0015785319652722968
chr02-35941167-35942100	934	3	0.0032119914346895075
chr02-35945730-35950410	4681	19	0.004058961760307627
chr02-35953719-35957358	3640	9	0.0024725274725274724
chr02-35979276-35984180	4905	14	0.002854230377166157
chr02-35986272-35994972	8701	36	0.004137455464889093
chr02-35994505-35999702	5198	35	0.006733358984224702
chr02-36000754-36010090	9337	26	0.0027846203277283924
chr02-36011864-36014243	2380	8	0.0033613445378151263
chr02-36015511-36026694	11184	19	0.0016988555078683834
chr02-36026829-36027164	336	1	0.002976190476190476
chr02-36028695-36030969	2275	14	0.006153846153846154
chr02-36031370-36033456	2087	15	0.007187350263536177
chr02-36034046-36043615	9570	41	0.004284221525600836
chr02-36056992-36060086	3095	13	0.00420032310177706
chr02-36065070-36068655	3586	22	0.006134969325153374
chr02-36069231-36069713	483	4	0.008281573498964804
chr02-36069780-36070870	1091	5	0.00458295142071494
chr02-36071493-36073200	1708	11	0.006440281030444965
chr02-36080023-36081556	1534	6	0.003911342894393742
chr02-36099171-36109715	10545	76	0.007207207207207207
chr02-36112074-36116120	4047	18	0.004447739065974796
chr02-36122041-36123333	1293	6	0.004640371229698376
chr02-36126830-36134077	7248	37	0.00510485651214128
chr02-36142416-36144991	2576	11	0.004270186335403727
chr02-36151390-36155335	3946	30	0.007602635580334516
chr02-36156312-36169441	13130	59	0.004493526275704493
chr02-36178253-36182102	3850	14	0.0036363636363636364
chr02-36195098-36202350	7253	28	0.0038604715290224733
chr02-36202474-36206995	4522	33	0.00729765590446705
chr02-36211883-36217015	5133	19	0.0037015390609779855
chr02-36219848-36223757	3910	12	0.003069053708439898
chr02-36232220-36232507	288	3	0.010416666666666666
chr02-36250500-36256131	5632	23	0.004083806818181818
chr02-36261434-36266922	5489	19	0.0034614683913281106
chr02-36267603-36268530	928	5	0.005387931034482759
chr02-36272498-36275923	3426	10	0.002918855808523059
chr02-36276052-36287562	11511	37	0.003214316740509078
chr02-36289914-36293487	3574	17	0.004756575265808618
chr02-36293759-36296693	2935	5	0.0017035775127768314
chr02-36303597-36306268	2672	12	0.004491017964071856
chr02-36309086-36311752	2667	5	0.0018747656542932134
chr02-36320407-36351765	31359	92	0.0029337670206320355
chr02-36352960-36356110	3151	15	0.004760393525864805
chr02-36362786-36368146	5361	23	0.004290244357396008
chr02-36380306-36382848	2543	13	0.005112072355485647
chr02-36384765-36394257	9493	42	0.0044243126514273675
chr02-36394881-36396543	1663	19	0.011425135297654841
chr02-36399722-36405107	5386	18	0.0033419977720014855
chr02-36405520-36406112	593	1	0.0016863406408094434
chr02-36409669-36410480	812	9	0.011083743842364532
chr02-36421729-36429381	7653	14	0.0018293479681170783
chr02-36437937-36440225	2289	8	0.0034949759720401923
chr02-36440751-36450694	9944	71	0.007139983909895414
chr02-36453201-36457558	4358	24	0.005507113354749885
chr02-36468832-36469191	360	0	0.0
chr02-36472010-36474181	2172	2	0.0009208103130755065
chr02-36474701-36476230	1530	15	0.00980392156862745
chr02-36484924-36485871	948	17	0.017932489451476793
chr02-36487716-36490473	2758	25	0.009064539521392313
chr02-36491998-36492692	695	15	0.02158273381294964
chr02-36495399-36495874	476	3	0.0063025210084033615
chr02-36499306-36499981	676	8	0.011834319526627219
chr02-36503338-36503945	608	8	0.013157894736842105
chr02-36504846-36513009	8164	23	0.002817246447819696
chr02-36516790-36526421	9632	46	0.004775747508305648
chr02-36530996-36534261	3266	9	0.0027556644213104714
chr02-36537816-36539564	1749	8	0.004574042309891366
chr02-36540548-36552107	11560	52	0.004498269896193772
chr02-36554173-36560967	6795	23	0.003384841795437822
chr02-36571501-36577510	6010	23	0.003826955074875208
chr02-36581615-36583486	1872	5	0.002670940170940171
chr02-36588936-36591092	2157	14	0.006490496059341678
chr02-36591472-36592217	746	11	0.014745308310991957
chr02-36595902-36598219	2318	12	0.005176876617773943
chr02-36602378-36603835	1458	6	0.00411522633744856
chr02-36624237-36625504	1268	9	0.007097791798107256
chr02-36628959-36630488	1530	13	0.00849673202614379
chr02-36631714-36634085	2372	18	0.007588532883642495
chr02-36637091-36639500	2410	15	0.006224066390041493
chr02-36639881-36641340	1460	10	0.00684931506849315
chr02-36650880-36652799	1920	11	0.005729166666666666
chr02-36655118-36655996	879	3	0.0034129692832764505
chr02-36664562-36665182	621	6	0.00966183574879227
chr02-36665639-36666201	563	6	0.010657193605683837
chr02-36671168-36672022	855	14	0.016374269005847954
chr02-36674207-36675250	1044	11	0.01053639846743295
chr02-36677105-36677959	855	6	0.007017543859649123
chr02-36679797-36680812	1016	13	0.012795275590551181
chr02-36684169-36685294	1126	9	0.007992895204262877
chr02-36690366-36691331	966	5	0.005175983436853002
chr02-36692627-36693130	504	1	0.001984126984126984
chr02-36694997-36695806	810	3	0.003703703703703704
chr02-36696765-36697064	300	1	0.0033333333333333335
chr02-36698578-36699384	807	6	0.007434944237918215
chr02-36700710-36702582	1873	12	0.006406833956219968
chr02-36706920-36708391	1472	9	0.006114130434782609
chr02-36714338-36717811	3474	19	0.005469199769717904
chr02-36718646-36726211	7566	45	0.005947660586835844
chr02-36726964-36733948	6985	35	0.005010737294201861
chr02-36737377-36738931	1555	10	0.006430868167202572
chr02-36746271-36746750	480	5	0.010416666666666666
chr02-36749269-36751295	2027	13	0.006413418845584608
chr02-36752502-36754440	1939	20	0.010314595152140279
chr02-36763281-36764334	1054	9	0.008538899430740038
chr02-36766110-36767322	1213	4	0.0032976092333058533
chr02-36773049-36776806	3758	21	0.0055880787653006915
chr02-36777544-36782446	4903	39	0.007954313685498674
chr02-36789580-36792775	3196	24	0.007509386733416771
chr02-36793493-36794775	1283	11	0.00857365549493375
chr02-36795102-36805254	10153	62	0.006106569486851177
chr02-36836872-36841567	4696	27	0.005749574105621806
chr02-36843819-36847199	3381	25	0.007394262052647146
chr02-36847884-36855596	7713	29	0.003759885906910411
chr02-36857329-36865626	8298	24	0.0028922631959508315
chr02-36871384-36872882	1499	9	0.00600400266844563
chr02-36874994-36878506	3513	34	0.009678337603188158
chr02-36880936-36885164	4229	34	0.008039725703475999
chr02-36895948-36897968	2021	10	0.004948045522018802
chr02-36900161-36904401	4241	22	0.005187455788729073
chr02-36904698-36908837	4140	28	0.00676328502415459
chr02-36917193-36920110	2918	15	0.005140507196710075
chr02-36921064-36921954	891	2	0.002244668911335578
chr02-36923347-36928154	4808	20	0.004159733777038269
chr02-36936213-36940377	4165	30	0.007202881152460984
chr02-36940935-36945839	4905	30	0.0061162079510703364
chr02-36947770-36949356	1587	15	0.00945179584120983
chr02-36950782-36952537	1756	15	0.008542141230068337
chr02-36954474-36957640	3167	26	0.008209662140827282
chr02-36958258-36959815	1558	16	0.010269576379974325
chr02-36968841-36970294	1454	15	0.01031636863823934
chr02-36973868-36974666	799	4	0.0050062578222778474
chr02-36976171-36982338	6168	41	0.0066472114137483785
chr02-36989513-36993859	4347	15	0.003450655624568668
chr02-36994239-37003611	9373	12	0.001280273124933319
chr02-37008050-37009280	1231	4	0.003249390739236393
chr02-37011576-37020675	9100	38	0.004175824175824176
chr02-37020801-37022411	1611	7	0.004345127250155183
chr02-37023963-37027332	3370	15	0.004451038575667656
chr02-37029017-37034650	5634	16	0.0028399006034788782
chr02-37037687-37044509	6823	12	0.0017587571449509014
chr02-37045002-37048245	3244	17	0.0052404438964241675
chr02-37055086-37058864	3779	25	0.006615506747816882
chr02-37060453-37062523	2071	19	0.009174311926605505
chr02-37062620-37065005	2386	13	0.005448449287510477
chr02-37066080-37069918	3839	18	0.004688721021099245
chr02-37071393-37077974	6582	33	0.005013673655423883
chr02-37071491-37072139	649	3	0.004622496147919877
chr02-37087757-37090747	2991	18	0.006018054162487462
chr02-37090849-37099392	8544	71	0.008309925093632958
chr02-37104313-37110594	6282	23	0.0036612543775867558
chr02-37111746-37112112	367	0	0.0
chr02-37118453-37124047	5595	26	0.004647006255585344
chr02-37126283-37127090	808	2	0.0024752475247524753
chr02-37130029-37131835	1807	17	0.009407858328721638
chr02-37137644-37145000	7357	19	0.0025825744189207555
chr02-37146202-37147982	1781	4	0.0022459292532285235
chr02-37150275-37152397	2123	1	0.0004710315591144607
chr02-37157151-37157644	494	1	0.0020242914979757085
chr02-37157679-37159186	1508	8	0.005305039787798408
chr02-37159272-37161599	2328	5	0.002147766323024055
chr02-37163917-37166027	2111	14	0.006631927996210327
chr02-37171883-37174507	2625	13	0.004952380952380952
chr02-37178854-37179639	786	7	0.008905852417302799
chr02-37180488-37183334	2847	16	0.005619950825430277
chr02-37187092-37189745	2654	4	0.0015071590052750565
chr02-37197138-37198210	1073	2	0.001863932898415657
chr02-37217430-37218291	862	1	0.001160092807424594
chr02-37226542-37232620	6079	10	0.0016450074025333114
chr02-37242147-37244089	1943	2	0.001029336078229542
chr02-37248697-37249473	777	0	0.0
chr02-37254240-37254964	725	3	0.004137931034482759
chr02-37259410-37261046	1637	0	0.0
chr02-37261910-37284348	22439	9	0.0004010873924862962
chr02-37293077-37294599	1523	1	0.0006565988181221273
chr02-37300803-37301527	725	0	0.0
chr02-37305642-37311852	6211	3	0.0004830140074062148
chr02-37317458-37318020	563	0	0.0
chr02-37323370-37324685	1316	0	0.0
chr02-37349226-37354533	5308	1	0.00018839487565938207
chr02-37356552-37357043	492	0	0.0
chr02-37357836-37360652	2817	10	0.003549875754348598
chr02-37361694-37366108	4415	11	0.002491506228765572
chr02-37367338-37370770	3433	13	0.0037867754150888435
chr02-37380977-37381619	643	3	0.004665629860031105
chr02-37386362-37390933	4572	22	0.004811898512685914
chr02-37392294-37397908	5615	14	0.002493321460373998
chr02-37402619-37404345	1727	16	0.009264620729588882
chr02-37405523-37408396	2874	16	0.0055671537926235215
chr02-37417203-37417814	612	4	0.006535947712418301
chr02-37419816-37421019	1204	12	0.009966777408637873
chr02-37422260-37423198	939	17	0.01810436634717785
chr02-37423930-37424346	417	9	0.02158273381294964
chr02-37424657-37426705	2049	17	0.008296730112249878
chr02-37431406-37435536	4131	10	0.002420721374969741
chr02-37445106-37451491	6386	25	0.0039148136548700285
chr02-37453132-37454499	1368	3	0.0021929824561403508
chr02-37455514-37462460	6947	9	0.0012955232474449402
chr02-37464953-37467299	2347	3	0.0012782275244993609
chr02-37476465-37477550	1086	5	0.004604051565377533
chr02-37478647-37481230	2584	15	0.005804953560371517
chr02-37481501-37484777	3277	20	0.006103143118706134
chr02-37495064-37499438	4375	25	0.005714285714285714
chr02-37503522-37507906	4385	14	0.0031927023945267957
chr02-37522811-37525516	2706	4	0.0014781966001478197
chr02-37527538-37531274	3737	17	0.004549103559004549
chr02-37546911-37550585	3675	31	0.008435374149659863
chr02-37556290-37558813	2524	27	0.010697305863708399
chr02-37559082-37564461	5380	25	0.004646840148698885
chr02-37569248-37574175	4928	31	0.006290584415584416
chr02-37577894-37579093	1200	6	0.005
chr02-37584530-37587167	2638	8	0.003032600454890068
chr02-37587898-37590299	2402	8	0.0033305578684429643
chr02-37591076-37593334	2259	1	0.0004426737494466578
chr02-37595627-37597586	1960	12	0.006122448979591836
chr02-37601937-37602603	667	4	0.005997001499250375
chr02-37605660-37607555	1896	8	0.004219409282700422
chr02-37607787-37617012	9226	30	0.003251680034684587
chr02-37624335-37634595	10261	22	0.0021440405418575188
chr02-37635824-37643415	7592	58	0.007639620653319284
chr02-37646033-37650358	4326	9	0.0020804438280166435
chr02-37650494-37654402	3909	4	0.0010232796111537478
chr02-37657872-37661997	4126	17	0.004120213281628696
chr02-37678915-37679767	853	0	0.0
chr02-37688589-37690536	1948	3	0.001540041067761807
chr02-37700118-37702218	2101	5	0.002379819133745835
chr02-37707535-37709321	1787	0	0.0
chr02-37712552-37724083	11532	10	0.0008671522719389525
chr02-37725365-37729508	4144	6	0.0014478764478764478
chr02-37741055-37745649	4595	11	0.002393906420021763
chr02-37747211-37748138	928	3	0.003232758620689655
chr02-37749347-37752184	2838	7	0.0024665257223396757
chr02-37753034-37756473	3440	2	0.0005813953488372093
chr02-37782719-37785328	2610	3	0.0011494252873563218
chr02-37793398-37801213	7816	9	0.0011514841351074718
chr02-37802731-37818090	15360	32	0.0020833333333333333
chr02-37820856-37822465	1610	10	0.006211180124223602
chr02-37822931-37829496	6566	7	0.0010660980810234541
chr02-37846610-37849193	2584	2	0.0007739938080495357
chr02-37851058-37857440	6383	6	0.0009399968666771111
chr02-37860032-37865099	5068	16	0.0031570639305445935
chr02-37871121-37877071	5951	9	0.001512350865400773
chr02-37878058-37884989	6932	15	0.002163877668782458
chr02-37885415-37887231	1817	7	0.003852504127682994
chr02-37899738-37901356	1619	10	0.006176652254478073
chr02-37910152-37911968	1817	12	0.006604292790313704
chr02-37915728-37917305	1578	5	0.0031685678073510772
chr02-37920556-37933827	13272	40	0.0030138637733574444
chr02-37934785-37941253	6469	35	0.005410418921007884
chr02-37941630-37944195	2566	10	0.003897116134060795
chr02-37944909-37945839	931	3	0.00322234156820623
chr02-37948047-37949131	1085	2	0.0018433179723502304
chr02-37955154-37955588	435	4	0.009195402298850575
chr02-37964735-37970185	5451	40	0.00733810310034856
chr02-37971283-37975059	3777	7	0.0018533227429176596
chr02-37982067-37985081	3015	5	0.001658374792703151
chr02-37985396-37989301	3906	7	0.0017921146953405018
chr02-37989658-37991829	2172	5	0.0023020257826887663
chr02-38009694-38011222	1529	5	0.0032701111837802484
chr02-38021454-38025926	4473	23	0.005141962888441762
chr02-38027475-38031060	3586	13	0.003625209146681539
chr02-38030306-38032700	2395	2	0.0008350730688935282
chr02-38042920-38045384	2465	9	0.0036511156186612576
chr02-38058681-38060119	1439	1	0.0006949270326615705
chr02-38085976-38088111	2136	7	0.0032771535580524347
chr02-38089000-38093247	4248	21	0.0049435028248587575
chr02-38094421-38096119	1699	5	0.002942907592701589
chr02-38102913-38106693	3781	30	0.007934408886537953
chr02-38113571-38118040	4470	21	0.004697986577181208
chr02-38117610-38117940	331	1	0.0030211480362537764
chr02-38121390-38121758	369	1	0.0027100271002710027
chr02-38123174-38123527	354	1	0.002824858757062147
chr02-38131007-38134394	3388	3	0.0008854781582054309
chr02-38135538-38136138	601	1	0.0016638935108153079
chr02-38138189-38140516	2328	9	0.003865979381443299
chr02-38140278-38147690	7413	15	0.0020234722784297854
chr02-38150854-38156686	5833	20	0.0034287673581347507
chr02-38161369-38170484	9116	35	0.0038394032470381746
chr02-38171388-38173493	2106	11	0.0052231718898385565
chr02-38174524-38177242	2719	7	0.0025744759102611253
chr02-38179246-38180145	900	2	0.0022222222222222222
chr02-38180449-38184812	4364	11	0.0025206232813932174
chr02-38185273-38187714	2442	11	0.0045045045045045045
chr02-38189607-38192142	2536	7	0.0027602523659305996
chr02-38201740-38204586	2847	5	0.0017562346329469617
chr02-38206242-38211815	5574	15	0.002691065662002153
chr02-38224343-38229308	4966	14	0.002819170358437374
chr02-38232360-38234021	1662	5	0.0030084235860409147
chr02-38256849-38265582	8734	22	0.0025188916876574307
chr02-38270912-38276456	5545	10	0.0018034265103697023
chr02-38276593-38279306	2714	8	0.0029476787030213707
chr02-38284327-38285875	1549	7	0.004519044544867657
chr02-38304028-38305189	1162	2	0.0017211703958691911
chr02-38305909-38316934	11026	17	0.0015418102666424813
chr02-38318517-38330658	12142	18	0.001482457585241311
chr02-38332023-38334395	2373	4	0.001685630004214075
chr02-38334558-38345193	10636	36	0.003384731101918014
chr02-38347722-38348104	383	0	0.0
chr02-38348959-38349891	933	6	0.006430868167202572
chr02-38351267-38355117	3851	12	0.003116073747078681
chr02-38355397-38360122	4726	2	0.00042319085907744394
chr02-38367374-38372721	5348	2	0.00037397157816005983
chr02-38372822-38378597	5776	5	0.0008656509695290858
chr02-38381310-38385331	4022	6	0.0014917951268025858
chr02-38390143-38393322	3180	6	0.0018867924528301887
chr02-38406522-38413664	7143	12	0.0016799664006719867
chr02-38418714-38423811	5098	7	0.0013730874852883484
chr02-38443428-38450293	6866	17	0.002475968540635013
chr02-38463128-38466173	3046	6	0.001969796454366382
chr02-38466912-38470378	3467	7	0.002019036631093164
chr02-38473642-38479811	6170	8	0.0012965964343598054
chr02-38482100-38485710	3611	15	0.004153973968429798
chr02-38487898-38495454	7557	23	0.0030435357946274975
chr02-38497406-38499293	1888	5	0.0026483050847457626
chr02-38508869-38511716	2848	14	0.0049157303370786515
chr02-38512147-38516336	4190	15	0.003579952267303103
chr02-38515410-38519577	4168	11	0.00263915547024952
chr02-38521007-38525263	4257	16	0.0037585153864223633
chr02-38525984-38527410	1427	4	0.002803083391730904
chr02-38532572-38534859	2288	3	0.0013111888111888112
chr02-38544441-38549766	5326	0	0.0
chr02-38554662-38556388	1727	1	0.0005790387955993051
chr02-38562293-38566593	4301	0	0.0
chr02-38569402-38570191	790	0	0.0
chr02-38572573-38575526	2954	1	0.00033852403520649965
chr02-38575818-38577345	1528	0	0.0
chr02-38579999-38589579	9581	3	0.00031311971610479075
chr02-38591715-38597928	6214	2	0.000321853878339234
chr02-38604782-38607938	3157	0	0.0
chr02-38615680-38618467	2788	7	0.002510760401721664
chr02-38628421-38630675	2255	1	0.0004434589800443459
chr02-38631340-38641041	9702	35	0.0036075036075036075
chr02-38642081-38648809	6729	4	0.0005944419676029127
chr02-38662335-38664772	2438	6	0.002461033634126333
chr02-38687136-38697992	10857	6	0.0005526388505111909
chr02-38698216-38699697	1482	1	0.0006747638326585695
chr02-38715271-38719601	4331	2	0.0004617871161394597
chr02-38719962-38721766	1805	1	0.000554016620498615
chr02-38724891-38728957	4067	2	0.0004917629702483403
chr02-38736615-38737703	1089	1	0.0009182736455463728
chr02-38738647-38739765	1119	5	0.004468275245755138
chr02-38742307-38744242	1936	2	0.0010330578512396695
chr02-38744643-38745288	646	1	0.0015479876160990713
chr02-38749608-38750925	1318	2	0.0015174506828528073
chr02-38758246-38765991	7746	4	0.0005163955589981926
chr02-38769235-38772476	3242	3	0.0009253547193090684
chr02-38773648-38776680	3033	4	0.0013188262446422684
chr02-38777737-38780231	2495	15	0.006012024048096192
chr02-38780466-38785664	5199	12	0.002308136180034622
chr02-38790394-38798818	8425	41	0.0048664688427299705
chr02-38802188-38803183	996	3	0.0030120481927710845
chr02-38806661-38808121	1461	3	0.002053388090349076
chr02-38810010-38843331	33322	95	0.0028509693295720546
chr02-38843825-38852689	8865	18	0.0020304568527918783
chr02-38853139-38854537	1399	0	0.0
chr02-38855341-38860446	5106	9	0.0017626321974148062
chr02-38864562-38870578	6017	11	0.0018281535648994515
chr02-38880237-38882512	2276	1	0.0004393673110720562
chr02-38901409-38904344	2936	6	0.0020435967302452314
chr02-38906554-38909686	3133	15	0.0047877433769549956
chr02-38924774-38925900	1127	0	0.0
chr02-38929043-38932532	3490	16	0.004584527220630372
chr02-38934194-38939392	5199	16	0.0030775149067128293
chr02-38943082-38944951	1870	7	0.0037433155080213902
chr02-38971930-38972710	781	4	0.005121638924455826
chr02-38978950-38979904	955	3	0.0031413612565445027
chr02-38980980-38982301	1322	4	0.0030257186081694403
chr02-38985735-38987422	1688	0	0.0
chr02-38990487-38993988	3502	9	0.002569960022844089
chr02-38996139-38996597	459	0	0.0
chr02-39003621-39006746	3126	10	0.003198976327575176
chr02-39017067-39017649	583	0	0.0
chr02-39018968-39027869	8902	4	0.00044933722758930576
chr02-39042450-39042809	360	4	0.011111111111111112
chr02-39044212-39044643	432	2	0.004629629629629629
chr02-39049420-39049920	501	0	0.0
chr02-39058202-39058687	486	0	0.0
chr02-39063022-39066902	3881	19	0.00489564545220304
chr02-39068451-39071783	3333	2	0.0006000600060006001
chr02-39071935-39077846	5912	11	0.0018606224627875508
chr02-39078897-39082045	3149	4	0.0012702445220704986
chr02-39082441-39086559	4119	4	0.0009711094925952901
chr02-39090518-39095394	4877	13	0.0026655730982161163
chr02-39095869-39099049	3181	6	0.001886199308393587
chr02-39102589-39103814	1226	2	0.0016313213703099511
chr02-39112740-39117273	4534	4	0.000882223202470225
chr02-39117394-39118571	1178	4	0.003395585738539898
chr02-39119380-39123393	4014	16	0.003986048829098156
chr02-39127419-39137166	9748	46	0.004718916700861715
chr02-39137363-39139889	2527	29	0.01147605856747131
chr02-39146404-39149183	2780	20	0.007194244604316547
chr02-39153719-39156674	2956	1	0.00033829499323410016
chr02-39158015-39166987	8973	18	0.0020060180541624875
chr02-39166887-39169912	3026	30	0.00991407799074686
chr02-39171092-39176981	5890	27	0.0045840407470288625
chr02-39181526-39182908	1383	2	0.0014461315979754157
chr02-39188009-39190725	2717	13	0.004784688995215311
chr02-39192248-39193486	1239	10	0.008071025020177562
chr02-39193807-39198771	4965	19	0.003826787512588117
chr02-39201906-39202905	1000	1	0.001
chr02-39205897-39208925	3029	8	0.002641135688345989
chr02-39211019-39215362	4344	45	0.010359116022099447
chr02-39218419-39219267	849	6	0.007067137809187279
chr02-39220641-39222743	2103	4	0.0019020446980504042
chr02-39230438-39230728	291	0	0.0
chr02-39235891-39248431	12541	12	0.0009568614942987002
chr02-39248349-39250632	2284	8	0.0035026269702276708
chr02-39250395-39252950	2556	11	0.004303599374021909
chr02-39253307-39256184	2878	3	0.0010423905489923557
chr02-39270941-39274555	3615	15	0.004149377593360996
chr02-39274806-39275225	420	3	0.007142857142857143
chr02-39288488-39291309	2822	6	0.002126151665485471
chr02-39292558-39294931	2374	7	0.0029486099410278013
chr02-39294614-39295073	460	2	0.004347826086956522
chr02-39295880-39297354	1475	10	0.006779661016949152
chr02-39297963-39303823	5861	40	0.00682477392936359
chr02-39309699-39310392	694	2	0.002881844380403458
chr02-39312059-39321745	9687	28	0.0028904717662847114
chr02-39330716-39333616	2901	7	0.002412961047914512
chr02-39334630-39336156	1527	2	0.0013097576948264572
chr02-39344427-39346393	1967	5	0.002541942043721403
chr02-39348683-39350824	2142	14	0.006535947712418301
chr02-39351651-39353862	2212	10	0.0045207956600361665
chr02-39360222-39361426	1205	7	0.005809128630705394
chr02-39361787-39362926	1140	2	0.0017543859649122807
chr02-39364241-39368055	3815	13	0.0034076015727391874
chr02-39368656-39372777	4122	15	0.00363901018922853
chr02-39373859-39394380	20522	68	0.003313517201052529
chr02-39397263-39400533	3271	12	0.0036686028737389176
chr02-39400833-39402764	1932	5	0.002587991718426501
chr02-39404146-39404574	429	0	0.0
chr02-39407760-39413748	5989	5	0.0008348639171814994
chr02-39415821-39416688	868	3	0.0034562211981566822
chr02-39420056-39424868	4813	3	0.0006233118637024725
chr02-39425866-39426956	1091	2	0.0018331805682859762
chr02-39438584-39439985	1402	2	0.0014265335235378032
chr02-39440018-39441364	1347	1	0.0007423904974016332
chr02-39444341-39447461	3121	12	0.003844921499519385
chr02-39446169-39449108	2940	13	0.004421768707482994
chr02-39449365-39451781	2417	9	0.003723624327678941
chr02-39452804-39455060	2257	4	0.0017722640673460345
chr02-39481997-39482729	733	4	0.005457025920873124
chr02-39486785-39490793	4009	2	0.0004988775255674732
chr02-39491109-39495852	4744	3	0.0006323777403035413
chr02-39496472-39503791	7320	5	0.0006830601092896175
chr02-39505886-39506693	808	0	0.0
chr02-39511346-39512707	1362	1	0.0007342143906020558
chr02-39513156-39516857	3702	8	0.0021609940572663426
chr02-39518130-39524906	6777	12	0.0017706949977866313
chr02-39525707-39536472	10766	24	0.002229240200631618
chr02-39542149-39545210	3062	5	0.0016329196603527107
chr02-39544252-39544632	381	3	0.007874015748031496
chr02-39547026-39547778	753	1	0.0013280212483399733
chr02-39549589-39551541	1953	9	0.004608294930875576
chr02-39552457-39553135	679	1	0.0014727540500736377
chr02-39554339-39554662	324	0	0.0
chr02-39556343-39557228	886	4	0.004514672686230248
chr02-39557724-39577808	20085	39	0.001941747572815534
chr02-39581407-39582576	1170	4	0.003418803418803419
chr02-39584532-39587890	3359	0	0.0
chr02-39600249-39602514	2266	8	0.00353045013239188
chr02-39607893-39618046	10154	28	0.002757533976757928
chr02-39628490-39631724	3235	23	0.0071097372488408035
chr02-39633739-39638599	4861	34	0.00699444558732771
chr02-39644491-39645555	1065	1	0.0009389671361502347
chr02-39648888-39657628	8741	8	0.0009152270907218854
chr02-39664298-39666475	2178	13	0.005968778696051423
chr02-39673990-39678885	4896	9	0.001838235294117647
chr02-39680390-39681642	1253	1	0.0007980845969672786
chr02-39701561-39703718	2158	9	0.004170528266913809
chr02-39705571-39706338	768	3	0.00390625
chr02-39709902-39716854	6953	12	0.0017258737235725586
chr02-39718067-39727131	9065	7	0.0007722007722007722
chr02-39728203-39733895	5693	31	0.005445283681714386
chr02-39734524-39735837	1314	9	0.00684931506849315
chr02-39744239-39749061	4823	15	0.003110097449720091
chr02-39749479-39754304	4826	15	0.0031081641110650643
chr02-39759057-39761604	2548	3	0.0011773940345368916
chr02-39761460-39761763	304	2	0.006578947368421052
chr02-39765219-39766625	1407	0	0.0
chr02-39770710-39775011	4302	8	0.0018596001859600185
chr02-39788169-39790001	1833	9	0.004909983633387889
chr02-39797385-39799997	2613	14	0.005357826253348641
chr02-39821866-39824574	2709	12	0.004429678848283499
chr02-39826949-39833326	6378	10	0.0015678896205707118
chr02-39837101-39842810	5710	24	0.004203152364273205
chr02-39843381-39853760	10380	37	0.0035645472061657034
chr02-39857690-39865616	7927	12	0.0015138135486312604
chr02-39866288-39870964	4677	14	0.0029933718195424416
chr02-39871237-39872415	1179	0	0.0
chr02-39873653-39876035	2383	7	0.0029374737725556023
chr02-39886939-39888322	1384	6	0.004335260115606936
chr02-39901335-39903138	1804	8	0.004434589800443459
chr02-39906785-39912044	5260	27	0.005133079847908745
chr02-39920872-39924867	3996	0	0.0
chr02-39931601-39932248	648	0	0.0
chr02-39960763-39965655	4893	6	0.001226241569589209
chr02-39966100-39967951	1852	0	0.0
chr02-39968846-39971985	3140	6	0.001910828025477707
chr02-39973090-39976721	3632	10	0.0027533039647577094
chr02-39977114-39978896	1783	4	0.002243409983174425
chr02-39980129-39980472	344	1	0.0029069767441860465
chr02-39985431-39986062	632	1	0.0015822784810126582
chr02-40025870-40027579	1710	1	0.0005847953216374269
chr02-40051549-40052888	1340	0	0.0
chr02-40062833-40063366	534	1	0.0018726591760299626
chr02-40063584-40065047	1464	6	0.004098360655737705
chr02-40064927-40071078	6152	22	0.003576072821846554
chr02-40072536-40078868	6333	20	0.0031580609505763462
chr02-40079565-40087119	7555	18	0.002382528127068167
chr02-40097946-40099650	1705	2	0.0011730205278592375
chr02-40120148-40121889	1742	2	0.001148105625717566
chr02-40131562-40135223	3662	8	0.002184598580010923
chr02-40135256-40137237	1982	3	0.0015136226034308778
chr02-40137462-40143755	6294	26	0.004130918334922148
chr02-40155699-40164608	8910	11	0.0012345679012345679
chr02-40177244-40179041	1798	2	0.0011123470522803114
chr02-40186699-40189927	3229	11	0.0034066274388355527
chr02-40193189-40194037	849	2	0.002355712603062426
chr02-40212412-40217043	4632	16	0.0034542314335060447
chr02-40218910-40219640	731	0	0.0
chr02-40234267-40235033	767	11	0.014341590612777053
chr02-40235152-40240047	4896	39	0.007965686274509803
chr02-40243033-40244090	1058	5	0.004725897920604915
chr02-40252574-40253260	687	1	0.001455604075691412
chr02-40258159-40258577	419	0	0.0
chr02-40264519-40264997	479	2	0.0041753653444676405
chr02-40274425-40275147	723	2	0.0027662517289073307
chr02-40276929-40278197	1269	6	0.004728132387706856
chr02-40280346-40282942	2597	15	0.005775895263765884
chr02-40283635-40285519	1885	19	0.010079575596816976
chr02-40293447-40297161	3715	17	0.004576043068640646
chr02-40297272-40301666	4395	9	0.0020477815699658703
